ID	Lung_F1	Lung_F2	Lung_F3	Lung_M1	Lung_M2	Lung_M3	
mmu-miR-19b-1-5p	2.0	5.0	0.0	1.0	1.0	2.0	
mmu-miR-18b-5p	6.0	3.0	2.0	5.0	4.0	7.0	
mmu-miR-6944-3p	52.0	38.0	17.0	41.0	31.0	39.0	
mmu-miR-7664-3p	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-30c-1-3p	36.0	18.0	6.0	101.0	107.0	137.0	
mmu-miR-5620-3p	0.0	0.0	0.0	0.0	1.0	1.0	
mmu-mir-6896	0.0	0.0	1.0	1.0	0.0	2.0	
mmu-miR-7043-5p	1.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-6418	0.0	0.0	0.0	0.0	1.0	2.0	
mmu-miR-344e-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-6899	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-8103	21.0	18.0	8.0	79.0	58.0	73.0	
mmu-miR-8101	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-8107	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-8106	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-8105	0.0	1.0	0.0	3.0	1.0	2.0	
mmu-miR-34a-5p	1509.0	1419.0	613.0	796.0	961.0	1168.0	
mmu-miR-154-5p	0.0	13.0	1.0	9.0	6.0	6.0	
mmu-mir-218-1	31.0	27.0	14.0	12.0	11.0	14.0	
mmu-mir-218-2	31.0	28.0	12.0	12.0	9.0	15.0	
mmu-miR-126b-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-1968-3p	0.0	1.0	0.0	4.0	0.0	2.0	
mmu-miR-1956	1.0	2.0	3.0	2.0	2.0	1.0	
mmu-miR-1958	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-142a-5p	17249.0	15348.0	2779.0	30925.0	32181.0	48489.0	
mmu-miR-1950	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-8108	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-1953	1.0	1.0	0.0	2.0	4.0	1.0	
mmu-miR-370-3p	0.0	3.0	0.0	5.0	6.0	2.0	
mmu-miR-1954	2.0	4.0	1.0	4.0	6.0	5.0	
mmu-miR-6395	0.0	1.0	0.0	4.0	11.0	2.0	
mmu-miR-7226-3p	76.0	88.0	64.0	98.0	65.0	122.0	
mmu-miR-369-3p	18.0	14.0	12.0	8.0	5.0	17.0	
mmu-miR-6399	0.0	2.0	0.0	0.0	0.0	0.0	
mmu-mir-5101	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-5104	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-6988-5p	0.0	0.0	0.0	4.0	0.0	2.0	
mmu-mir-5100	0.0	2.0	0.0	1.0	1.0	3.0	
mmu-miR-1945	0.0	1.0	0.0	1.0	3.0	1.0	
mmu-miR-1949	1.0	0.0	0.0	2.0	1.0	1.0	
mmu-miR-6919-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-5108	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-mir-5107	5.0	0.0	2.0	21.0	16.0	29.0	
mmu-miR-6993-3p	1.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-337-3p	4.0	9.0	2.0	6.0	4.0	14.0	
mmu-miR-7011-3p	0.0	2.0	0.0	0.0	0.0	1.0	
mmu-miR-200c-3p	3193.0	3242.0	1974.0	2214.0	2869.0	2697.0	
mmu-miR-6899-5p	0.0	1.0	1.0	0.0	3.0	0.0	
mmu-miR-6389	0.0	0.0	0.0	1.0	1.0	2.0	
mmu-mir-5113	1.0	0.0	1.0	2.0	1.0	2.0	
mmu-let-7c-1-3p	6.0	5.0	0.0	3.0	14.0	7.0	
mmu-mir-3073b	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-5114	0.0	2.0	2.0	4.0	3.0	2.0	
mmu-miR-7023-3p	2.0	4.0	0.0	3.0	1.0	4.0	
mmu-miR-1936	0.0	0.0	0.0	0.0	1.0	1.0	
mmu-miR-7238-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-1938	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-mir-5116	1.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-540-5p	2.0	14.0	2.0	10.0	15.0	21.0	
mmu-mir-5119	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-7079-3p	1.0	1.0	0.0	4.0	5.0	3.0	
mmu-mir-129-1	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-129-2	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-370-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-1931	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-1932	2.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-6988-3p	46.0	36.0	14.0	132.0	93.0	139.0	
mmu-miR-369-5p	1.0	2.0	2.0	3.0	0.0	1.0	
mmu-miR-449c-5p	1129.0	4594.0	1487.0	3591.0	2619.0	5975.0	
mmu-miR-6932-3p	3.0	1.0	0.0	4.0	2.0	1.0	
mmu-mir-5123	2.0	6.0	0.0	13.0	12.0	10.0	
mmu-mir-5126	0.0	0.0	1.0	1.0	3.0	0.0	
mmu-mir-5125	5.0	1.0	0.0	0.0	2.0	3.0	
mmu-mir-5120	1.0	4.0	1.0	3.0	1.0	9.0	
mmu-mir-5122	6.0	4.0	3.0	11.0	6.0	3.0	
mmu-miR-325-3p	1.0	0.0	0.0	0.0	1.0	1.0	
mmu-mir-5121	0.0	0.0	0.0	0.0	3.0	0.0	
mmu-miR-465b-5p	2.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-208a	0.0	2.0	1.0	1.0	0.0	12.0	
mmu-miR-669f-5p	1.0	0.0	1.0	5.0	6.0	4.0	
mmu-mir-208b	76.0	38.0	9.0	11.0	18.0	17.0	
mmu-mir-5128	1.0	1.0	1.0	1.0	1.0	3.0	
mmu-miR-1927	0.0	1.0	1.0	11.0	16.0	9.0	
mmu-miR-7067-5p	0.0	0.0	2.0	1.0	1.0	1.0	
mmu-mir-5129	1.0	1.0	0.0	2.0	0.0	1.0	
mmu-miR-876-5p	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-6976-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-miR-463-5p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-93-3p	25.0	15.0	9.0	24.0	38.0	38.0	
mmu-miR-7011-5p	0.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-6912-5p	1.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-1981-5p	51.0	42.0	44.0	80.0	111.0	89.0	
mmu-miR-93-5p	9165.0	7116.0	2954.0	8358.0	8958.0	11849.0	
mmu-miR-1912-3p	51.0	39.0	13.0	54.0	32.0	56.0	
mmu-mir-5136	5.0	0.0	0.0	2.0	0.0	1.0	
mmu-mir-5131	6.0	0.0	0.0	4.0	0.0	0.0	
mmu-miR-345-3p	66.0	79.0	53.0	112.0	123.0	114.0	
mmu-mir-5130	0.0	0.0	0.0	0.0	1.0	2.0	
mmu-mir-5133	1.0	1.0	0.0	0.0	1.0	1.0	
mmu-mir-5132	1.0	0.0	1.0	1.0	0.0	1.0	
mmu-mir-103-2	33.0	25.0	17.0	15.0	10.0	15.0	
mmu-mir-103-1	23.0	17.0	13.0	15.0	9.0	12.0	
mmu-miR-450b-5p	1105.0	1236.0	386.0	838.0	954.0	1230.0	
mmu-miR-7035-3p	0.0	2.0	0.0	3.0	5.0	6.0	
mmu-miR-483-3p	1.0	0.0	1.0	1.0	0.0	0.0	
mmu-miR-122-3p	0.0	0.0	1.0	0.0	1.0	0.0	
mmu-miR-495-3p	5.0	11.0	3.0	0.0	3.0	2.0	
mmu-miR-301a-5p	7.0	6.0	2.0	8.0	8.0	12.0	
mmu-miR-669f-3p	1.0	3.0	1.0	7.0	11.0	5.0	
mmu-miR-6924-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-191-3p	16.0	9.0	5.0	21.0	33.0	36.0	
mmu-miR-465b-3p	1.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-138-2	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-138-1	0.0	2.0	0.0	5.0	1.0	0.0	
mmu-miR-216a-5p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-6481	2.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-1981-3p	80.0	59.0	21.0	78.0	87.0	95.0	
mmu-miR-34a-3p	7.0	14.0	1.0	2.0	8.0	5.0	
mmu-mir-3473c	0.0	0.0	0.0	1.0	2.0	0.0	
mmu-miR-1912-5p	53.0	38.0	14.0	15.0	14.0	15.0	
mmu-miR-181d-5p	3942.0	3866.0	2454.0	4188.0	4934.0	5450.0	
mmu-mir-3473f	1.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-3473g	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-mir-3473d	2.0	6.0	2.0	3.0	7.0	5.0	
mmu-miR-6981-5p	0.0	0.0	1.0	2.0	5.0	2.0	
mmu-miR-345-5p	117.0	150.0	38.0	46.0	65.0	80.0	
mmu-miR-1968-5p	5.0	10.0	14.0	32.0	73.0	33.0	
mmu-miR-544-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-500-3p	123.0	131.0	63.0	64.0	91.0	96.0	
mmu-miR-450b-3p	12.0	13.0	14.0	4.0	9.0	6.0	
mmu-miR-30d-5p	421144.0	348461.0	173343.0	484562.0	516564.0	639091.0	
mmu-miR-142a-3p	929.0	1376.0	385.0	1862.0	1907.0	3060.0	
mmu-miR-669m-3p	0.0	0.0	1.0	0.0	1.0	0.0	
mmu-miR-6936-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-122-5p	19.0	52.0	35.0	136.0	389.0	245.0	
mmu-miR-1258-5p	2.0	0.0	0.0	0.0	1.0	1.0	
mmu-miR-3084-5p	1.0	4.0	1.0	5.0	6.0	8.0	
mmu-miR-134-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-7688-5p	15.0	24.0	6.0	19.0	21.0	23.0	
mmu-miR-181d-3p	1.0	4.0	0.0	7.0	4.0	2.0	
mmu-mir-708	1.0	6.0	1.0	1.0	0.0	4.0	
mmu-miR-532-5p	1493.0	2004.0	1060.0	1039.0	1125.0	1589.0	
mmu-miR-7059-5p	2.0	1.0	0.0	6.0	11.0	10.0	
mmu-miR-6981-3p	6.0	6.0	2.0	11.0	17.0	16.0	
mmu-miR-1b-3p	0.0	2.0	2.0	5.0	2.0	4.0	
mmu-miR-6968-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-1948-3p	3.0	1.0	0.0	8.0	7.0	10.0	
mmu-miR-6769b-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-7676-3p	5.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-544-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-700	9.0	6.0	2.0	7.0	13.0	7.0	
mmu-miR-7664-5p	1.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-7092-3p	0.0	2.0	1.0	2.0	1.0	0.0	
mmu-mir-16-2	145.0	109.0	27.0	61.0	59.0	91.0	
mmu-mir-702	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-mir-703	1.0	2.0	0.0	0.0	2.0	0.0	
mmu-miR-16-5p	96103.0	74722.0	23093.0	133238.0	148266.0	179513.0	
mmu-mir-16-1	343.0	326.0	177.0	147.0	157.0	227.0	
mmu-miR-6900-3p	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-719	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-mir-466c-1	8.0	2.0	0.0	4.0	10.0	9.0	
mmu-mir-466c-2	8.0	2.0	0.0	4.0	10.0	9.0	
mmu-miR-3108-5p	0.0	0.0	0.0	2.0	0.0	3.0	
mmu-mir-466c-3	8.0	2.0	0.0	4.0	10.0	9.0	
mmu-miR-3084-3p	59.0	50.0	13.0	148.0	123.0	154.0	
mmu-miR-193b-3p	303.0	589.0	130.0	199.0	233.0	292.0	
mmu-miR-7060-3p	1.0	0.0	0.0	1.0	2.0	2.0	
mmu-miR-134-5p	54.0	38.0	28.0	27.0	27.0	42.0	
mmu-miR-377-5p	1.0	1.0	0.0	0.0	0.0	4.0	
mmu-mir-5124a	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-3084-2	16.0	11.0	3.0	43.0	38.0	35.0	
mmu-mir-3084-1	16.0	11.0	3.0	43.0	38.0	35.0	
mmu-mir-717	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-718	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-6912-3p	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-218-1-3p	29.0	24.0	8.0	51.0	54.0	46.0	
mmu-miR-670-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-532-3p	51.0	47.0	10.0	78.0	61.0	91.0	
mmu-miR-6968-3p	5.0	4.0	1.0	11.0	10.0	12.0	
mmu-miR-296-3p	3.0	1.0	4.0	7.0	7.0	6.0	
mmu-mir-1957a	0.0	0.0	1.0	0.0	0.0	0.0	
mmu-miR-9769-3p	2.0	6.0	4.0	3.0	5.0	3.0	
mmu-miR-7092-5p	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-miR-3072-3p	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-6956-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-483-5p	0.0	1.0	0.0	0.0	0.0	3.0	
mmu-miR-138-2-3p	0.0	0.0	0.0	1.0	0.0	1.0	
mmu-miR-216a-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-3470b	1.0	3.0	0.0	0.0	1.0	1.0	
mmu-miR-191-5p	145408.0	99303.0	33942.0	181550.0	227029.0	214563.0	
mmu-miR-301a-3p	5371.0	4816.0	1265.0	2129.0	2396.0	2898.0	
mmu-miR-101a-5p	79.0	83.0	15.0	89.0	88.0	161.0	
mmu-miR-215-5p	116.0	70.0	55.0	110.0	95.0	188.0	
mmu-miR-133c	1.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-21a-3p	111.0	597.0	395.0	1088.0	1306.0	1648.0	
mmu-miR-7050-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-669c-5p	20.0	22.0	13.0	34.0	51.0	59.0	
mmu-miR-6996-5p	1.0	4.0	1.0	18.0	11.0	14.0	
mmu-miR-296-5p	9.0	9.0	6.0	4.0	10.0	17.0	
mmu-miR-7049-5p	0.0	0.0	1.0	4.0	3.0	3.0	
mmu-miR-103-1-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-467b-5p	3.0	3.0	2.0	3.0	8.0	4.0	
mmu-miR-3535	41715.0	39932.0	25345.0	15125.0	16297.0	16606.0	
mmu-miR-194-1-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-330-5p	273.0	306.0	112.0	645.0	865.0	766.0	
mmu-miR-342-5p	17.0	14.0	16.0	62.0	88.0	80.0	
mmu-miR-7037-5p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-3110-5p	2.0	2.0	0.0	1.0	0.0	2.0	
mmu-miR-7679-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-29b-3p	2262.0	2777.0	506.0	2431.0	2636.0	3337.0	
mmu-mir-692-3	4.0	3.0	3.0	1.0	0.0	0.0	
mmu-miR-182-5p	42503.0	36849.0	27353.0	32695.0	40155.0	42688.0	
mmu-mir-692-1	2.0	0.0	1.0	0.0	0.0	0.0	
mmu-mir-692-2	4.0	3.0	3.0	1.0	0.0	0.0	
mmu-miR-6939-3p	0.0	1.0	0.0	1.0	4.0	3.0	
mmu-miR-21a-5p	127082.0	95397.0	53996.0	61346.0	73046.0	86720.0	
mmu-miR-3547-3p	5.0	1.0	0.0	4.0	6.0	5.0	
mmu-miR-7049-3p	2.0	2.0	1.0	2.0	0.0	5.0	
mmu-miR-330-3p	36.0	38.0	13.0	41.0	75.0	62.0	
mmu-miR-3088-3p	3.0	4.0	0.0	4.0	1.0	10.0	
mmu-miR-329-5p	8.0	34.0	6.0	7.0	12.0	20.0	
mmu-miR-99b-3p	297.0	232.0	161.0	209.0	273.0	272.0	
mmu-miR-3076-5p	0.0	1.0	0.0	0.0	1.0	1.0	
mmu-miR-6984-3p	0.0	1.0	0.0	1.0	1.0	0.0	
mmu-miR-130a-5p	4.0	1.0	0.0	3.0	4.0	10.0	
mmu-miR-493-3p	1.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-652	3.0	7.0	1.0	6.0	7.0	9.0	
mmu-mir-653	114.0	114.0	75.0	53.0	99.0	55.0	
mmu-miR-30a-5p	1985009.0	1847378.0	810792.0	1814391.0	1897890.0	2503592.0	
mmu-miR-199b-3p	42316.0	30560.0	10599.0	32451.0	34582.0	44898.0	
mmu-miR-182-3p	0.0	0.0	0.0	0.0	2.0	4.0	
mmu-miR-497a-3p	41.0	61.0	30.0	39.0	42.0	64.0	
mmu-miR-181b-2-3p	1.0	0.0	1.0	1.0	1.0	1.0	
mmu-miR-6960-5p	0.0	3.0	2.0	5.0	3.0	4.0	
mmu-miR-7655-5p	9.0	6.0	6.0	7.0	7.0	6.0	
mmu-miR-3064-3p	3.0	1.0	0.0	2.0	2.0	5.0	
mmu-miR-7005-3p	1.0	0.0	0.0	1.0	1.0	0.0	
mmu-miR-1264-3p	139.0	74.0	35.0	99.0	96.0	147.0	
mmu-let-7d-5p	6990.0	5326.0	4268.0	19383.0	26460.0	27449.0	
mmu-mir-1894	0.0	1.0	0.0	0.0	1.0	1.0	
mmu-mir-1893	2.0	0.0	0.0	1.0	1.0	0.0	
mmu-mir-664	35.0	26.0	13.0	19.0	31.0	31.0	
mmu-miR-99b-5p	91604.0	86823.0	23346.0	152630.0	154068.0	188756.0	
mmu-miR-137-3p	0.0	0.0	0.0	0.0	0.0	3.0	
mmu-mir-665	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-668	2.0	2.0	1.0	2.0	5.0	5.0	
mmu-miR-3076-3p	4.0	3.0	2.0	9.0	7.0	10.0	
mmu-miR-7062-5p	0.0	0.0	0.0	0.0	2.0	1.0	
mmu-miR-130a-3p	9823.0	10310.0	2712.0	15102.0	17541.0	19096.0	
mmu-miR-3064-5p	4.0	1.0	0.0	2.0	2.0	3.0	
mmu-miR-7074-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-mir-671	17.0	9.0	10.0	14.0	10.0	12.0	
mmu-mir-673	0.0	1.0	0.0	0.0	0.0	2.0	
mmu-mir-674	22.0	10.0	13.0	27.0	31.0	42.0	
mmu-miR-673-5p	31.0	53.0	12.0	30.0	37.0	46.0	
mmu-mir-676	7.0	7.0	3.0	7.0	12.0	6.0	
mmu-mir-677	29.0	29.0	13.0	32.0	31.0	12.0	
mmu-miR-6972-3p	0.0	2.0	0.0	2.0	0.0	0.0	
mmu-miR-497a-5p	2215.0	1981.0	527.0	2753.0	3216.0	3972.0	
mmu-mir-679	0.0	1.0	1.0	1.0	3.0	0.0	
mmu-miR-7667-3p	0.0	0.0	0.0	1.0	0.0	2.0	
mmu-miR-203-3p	3893.0	2914.0	1488.0	2242.0	2392.0	3373.0	
mmu-miR-150-3p	24.0	23.0	7.0	74.0	59.0	134.0	
mmu-miR-3552	2.0	3.0	1.0	3.0	2.0	3.0	
mmu-miR-215-3p	3.0	0.0	2.0	0.0	0.0	1.0	
mmu-miR-194-5p	567.0	519.0	173.0	739.0	803.0	1074.0	
mmu-let-7d-3p	2530.0	2228.0	1130.0	1770.0	2811.0	2175.0	
mmu-miR-412-5p	0.0	1.0	0.0	1.0	0.0	1.0	
mmu-mir-682	0.0	1.0	0.0	1.0	0.0	0.0	
mmu-mir-203	1632.0	989.0	503.0	994.0	1105.0	1342.0	
mmu-mir-205	1.0	2.0	2.0	2.0	1.0	3.0	
mmu-mir-142a	17312.0	9190.0	2954.0	20148.0	27543.0	25710.0	
mmu-miR-6959-5p	0.0	0.0	1.0	1.0	0.0	2.0	
mmu-miR-6915-3p	0.0	0.0	0.0	1.0	3.0	1.0	
mmu-mir-20a	15.0	10.0	4.0	5.0	8.0	11.0	
mmu-mir-20b	1.0	1.0	0.0	0.0	4.0	2.0	
mmu-miR-7679-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-342-3p	2866.0	2539.0	882.0	4365.0	4182.0	6020.0	
mmu-miR-219b-3p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-mir-693	0.0	0.0	2.0	0.0	0.0	0.0	
mmu-mir-210	4.0	11.0	10.0	12.0	17.0	25.0	
mmu-mir-694	0.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-212	1.0	1.0	0.0	5.0	11.0	6.0	
mmu-mir-214	234.0	168.0	74.0	379.0	346.0	431.0	
mmu-miR-6546-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-215	1.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-673-3p	6.0	6.0	7.0	10.0	8.0	15.0	
mmu-miR-203-5p	10.0	6.0	3.0	12.0	6.0	13.0	
mmu-mir-217	0.0	0.0	0.0	2.0	0.0	1.0	
mmu-miR-7017-3p	0.0	0.0	0.0	2.0	1.0	0.0	
mmu-miR-3074-1-3p	11.0	15.0	1.0	17.0	14.0	27.0	
mmu-miR-7667-5p	0.0	0.0	0.0	2.0	0.0	0.0	
mmu-miR-150-5p	4398.0	3781.0	1046.0	12588.0	10890.0	17946.0	
mmu-mir-21a	2973.0	1959.0	1297.0	802.0	1038.0	1147.0	
mmu-miR-24-3p	73092.0	73833.0	38590.0	141376.0	118196.0	203085.0	
mmu-miR-1964-3p	64.0	50.0	25.0	89.0	112.0	105.0	
mmu-miR-208b-3p	822.0	433.0	147.0	409.0	381.0	438.0	
mmu-miR-362-5p	97.0	70.0	28.0	98.0	118.0	155.0	
mmu-miR-466d-3p	6.0	6.0	0.0	9.0	12.0	14.0	
mmu-miR-27b-3p	217268.0	207031.0	90683.0	323303.0	368320.0	414536.0	
mmu-miR-7659-5p	0.0	0.0	0.0	0.0	0.0	3.0	
mmu-mir-221	6.0	7.0	4.0	19.0	16.0	12.0	
mmu-mir-133a-2	518.0	3663.0	746.0	4990.0	967.0	12504.0	
mmu-mir-222	115.0	107.0	84.0	87.0	126.0	110.0	
mmu-mir-223	21.0	16.0	5.0	34.0	47.0	71.0	
mmu-mir-224	7.0	4.0	4.0	8.0	10.0	7.0	
mmu-mir-133a-1	518.0	3661.0	746.0	4990.0	967.0	12503.0	
mmu-mir-8098	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-149-5p	57.0	105.0	26.0	169.0	121.0	304.0	
mmu-mir-8097	1.0	1.0	2.0	1.0	1.0	3.0	
mmu-mir-8094	7.0	0.0	2.0	13.0	8.0	9.0	
mmu-mir-8092	1.0	0.0	0.0	0.0	0.0	1.0	
mmu-mir-8093	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-3068-5p	209.0	234.0	78.0	26.0	50.0	64.0	
mmu-miR-7115-5p	0.0	2.0	0.0	0.0	0.0	0.0	
mmu-miR-23a-5p	1.0	1.0	0.0	3.0	1.0	1.0	
mmu-miR-450a-1-3p	6.0	10.0	5.0	4.0	10.0	8.0	
mmu-miR-488-3p	4.0	3.0	3.0	3.0	4.0	5.0	
mmu-miR-677-5p	46.0	90.0	36.0	87.0	115.0	165.0	
mmu-miR-3102-3p	271.0	187.0	92.0	242.0	366.0	317.0	
mmu-miR-6976-3p	0.0	3.0	2.0	4.0	5.0	2.0	
mmu-miR-7017-5p	0.0	0.0	0.0	1.0	1.0	0.0	
mmu-mir-496a	10.0	9.0	2.0	0.0	3.0	1.0	
mmu-mir-145a	463.0	562.0	237.0	1161.0	1142.0	1798.0	
mmu-mir-23a	143.0	126.0	51.0	142.0	154.0	173.0	
mmu-mir-23b	1217.0	1022.0	597.0	873.0	2051.0	1108.0	
mmu-miR-6964-3p	2.0	1.0	2.0	2.0	5.0	7.0	
mmu-miR-27b-5p	172.0	118.0	71.0	162.0	271.0	214.0	
mmu-miR-208b-5p	1.0	0.0	0.0	0.0	0.0	0.0	
mmu-miR-466d-5p	1.0	2.0	0.0	4.0	5.0	4.0	
mmu-miR-466o-5p	0.0	0.0	0.0	2.0	2.0	3.0	
mmu-miR-1264-5p	3.0	6.0	4.0	6.0	5.0	8.0	
mmu-miR-6952-5p	1.0	1.0	0.0	1.0	3.0	5.0	
mmu-mir-497a	15.0	17.0	9.0	17.0	26.0	27.0	
mmu-mir-146b	17409.0	9616.0	8043.0	5568.0	6139.0	6658.0	
mmu-mir-146a	3955.0	2207.0	1184.0	2922.0	4187.0	3960.0	
mmu-miR-23a-3p	19140.0	15964.0	6123.0	32978.0	35624.0	43478.0	
mmu-miR-665-5p	2.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-219a-1-3p	40.0	28.0	8.0	41.0	48.0	38.0	
mmu-miR-6919-3p	0.0	0.0	0.0	1.0	3.0	2.0	
mmu-miR-3068-3p	289.0	230.0	121.0	176.0	215.0	274.0	
mmu-miR-677-3p	1.0	5.0	3.0	51.0	46.0	105.0	
mmu-miR-337-5p	12.0	21.0	7.0	18.0	24.0	32.0	
mmu-miR-7030-3p	0.0	0.0	0.0	0.0	1.0	1.0	
mmu-miR-7086-3p	0.0	1.0	0.0	0.0	0.0	1.0	
mmu-miR-211-5p	40.0	62.0	5.0	107.0	89.0	207.0	
mmu-miR-6939-5p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-3971	0.0	0.0	0.0	2.0	1.0	0.0	
mmu-mir-450b	53.0	51.0	8.0	22.0	20.0	29.0	
mmu-miR-3970	1.0	0.0	1.0	0.0	1.0	0.0	
mmu-miR-7042-5p	0.0	0.0	0.0	0.0	2.0	0.0	
mmu-miR-16-2-3p	102.0	66.0	33.0	75.0	136.0	142.0	
mmu-miR-223-3p	806.0	799.0	289.0	1169.0	1406.0	2275.0	
mmu-miR-7647-3p	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-329-3p	10.0	12.0	4.0	4.0	2.0	7.0	
mmu-miR-653-3p	0.0	1.0	0.0	0.0	0.0	0.0	
mmu-miR-18b-3p	3.0	2.0	0.0	20.0	4.0	19.0	
mmu-miR-6952-3p	6.0	6.0	5.0	35.0	18.0	27.0	
mmu-miR-5626-3p	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-mir-148a	937.0	1220.0	788.0	450.0	535.0	576.0	
mmu-miR-7054-3p	5.0	4.0	0.0	0.0	4.0	4.0	
mmu-mir-148b	4.0	4.0	2.0	2.0	5.0	2.0	
mmu-miR-6940-3p	1.0	2.0	3.0	1.0	0.0	4.0	
mmu-mir-6967-1	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-mir-451b	0.0	0.0	0.0	0.0	0.0	2.0	
mmu-mir-451a	566.0	363.0	102.0	138.0	151.0	205.0	
mmu-miR-665-3p	0.0	2.0	1.0	0.0	1.0	1.0	
mmu-mir-6967-2	0.0	0.0	0.0	0.0	1.0	0.0	
mmu-miR-30a-3p	5686.0	10831.0	5458.0	7010.0	11942.0	8902.0	
mmu-miR-3969	0.0	0.0	0.0	1.0	0.0	0.0	
mmu-miR-199b-5p	708.0	877.0	231.0	492.0	556.0	764.0	
mmu-miR-3962	14.0	13.0	4.0	8.0	10.0	7.0	
mmu-miR-3964	1.0	0.0	0.0	1.0	0.0	1.0	
