Lung_M2_*.hairpin	Lung_M3_*.hairpin	Lung_F1_*.hairpin	Lung_F2_*.hairpin	Lung_F3_*.hairpin	Lung_M1_*.hairpin
mmu-mir-7a-2	9.70955609454003	10.9741234574299	18.5078004957051	11.2471223654082	24.2541490989489	12.2322300501786
mmu-mir-1946a	14.4256261976023	24.2831667994194	5.33275607503368	7.81050164264458	14.1482536410535	7.93441949200777
mmu-mir-374b	11.651467313448	12.3750753881657	15.998268225101	15.6210032852892	10.779621821755	8.26502030417476
mmu-mir-339	13.593378532356	17.0449151572848	8.15597987946327	10.3098621682908	4.71608454701783	15.5382381718485
mmu-let-7k	20.5287757427418	16.5779311803729	5.01906454120817	4.37388091988096	8.75844273017598	13.8852341110136
mmu-mir-466k	16.6449533049258	17.5118991341967	4.39168147355715	11.2471223654082	6.06353727473721	10.9098268015107
mmu-mir-184	12.2062990902789	14.9434872611812	6.27383067651021	15.9334233509949	10.779621821755	9.91802436500971
mmu-mir-195b	12.4837149786943	12.8420593650776	11.6065867515439	11.2471223654082	10.1058954578954	11.2404276136777
mmu-mir-3473d	15.535289751264	11.4411074343418	9.41074601476532	14.9961631538776	8.75844273017598	5.95081461900583
mmu-mir-362	11.651467313448	11.4411074343418	15.0571936236245	8.12292170835036	12.1270745494744	9.25682274067573
mmu-mir-379	9.4321402061246	11.2076154458859	4.70537300738266	13.7464828910545	23.5804227350892	11.5710284258447
mmu-mir-3082	12.7611308671098	15.6439632265491	4.07798993973164	7.49808157693879	8.08471636631629	16.1994397961825
mmu-mir-1194	13.3159626439406	13.7760273189014	9.09705448093981	13.1216427596429	9.43216909403567	5.95081461900583
mmu-mir-8115	12.7611308671098	14.7099952727252	8.15597987946327	12.1843825625255	5.38981091087752	9.25682274067573
mmu-mir-3060	12.4837149786943	11.2076154458859	8.15597987946327	7.49808157693879	8.75844273017598	16.8606414205165
mmu-mir-1264	10.2643878713709	10.9741234574299	13.8024274883225	7.49808157693879	10.779621821755	10.5792259893437
mmu-mir-7224	1.38707944207715	0.933967953823824	51.1317200135582	4.68630098558675	3.36863181929845	1.32240324866796
mmu-mir-8103	10.5418037597863	13.3090433419895	3.45060687208062	5.93598124840988	5.38981091087752	19.8360487300194
mmu-mir-378d	6.10314954513945	9.57317152669419	12.8613528868459	14.371323022466	8.08471636631629	8.59562111634175
mmu-mir-12199	13.0385467555252	12.1415833997097	7.84228834563776	6.24840131411566	6.73726363859691	10.5792259893437
mmu-mir-1199	13.3159626439406	13.5425353304454	5.01906454120817	4.37388091988096	12.1270745494744	8.26502030417476
mmu-mir-1946b	11.0966355366172	10.9741234574299	8.7833629471143	8.43534177405614	8.75844273017598	7.60381867984078
mmu-mir-139	11.0966355366172	10.507139480518	5.64644760885919	6.56082137982145	2.69490545543876	15.8688389840155
mmu-mir-764	7.49022898721659	11.6745994227978	9.72443754859083	5.6235611827041	6.06353727473721	12.2322300501786
mmu-mir-1895	12.4837149786943	12.8420593650776	4.70537300738266	7.18566151123301	8.75844273017598	5.28961299467185
mmu-mir-673	8.04506076404745	8.63920357287037	7.84228834563776	13.7464828910545	4.04235818315814	8.26502030417476
mmu-mir-1187	11.9288832018635	10.507139480518	6.27383067651021	8.74776183976193	2.69490545543876	6.9426170555068
mmu-mir-1964	11.3740514250326	8.17221959595846	8.15597987946327	7.81050164264458	3.36863181929845	9.58742355284272
mmu-mir-5114	11.651467313448	10.740631468974	4.70537300738266	6.56082137982145	2.69490545543876	8.92622192850874
mmu-mir-5124a	9.98697198295546	11.2076154458859	4.07798993973164	7.49808157693879	3.36863181929845	7.93441949200777
mmu-mir-760	11.9288832018635	12.6085673766216	2.82322380442959	2.81178059135205	7.4109900024566	7.27321786767379
mmu-mir-708	4.99348599147773	9.57317152669419	3.45060687208062	12.4968026282313	8.75844273017598	8.26502030417476
mmu-mir-15b	4.99348599147773	4.66983976911912	15.0571936236245	10.6222822339966	6.73726363859691	4.62841137033787
mmu-mir-1668	6.93539721038573	8.63920357287037	4.07798993973164	3.7490407884694	8.08471636631629	11.9016292380117
mmu-mir-193a	3.60640654940058	6.77126766522272	7.52859681181225	12.8092226939371	6.73726363859691	3.96720974600388
mmu-mir-450a-1	6.38056543355488	7.23825164213464	7.52859681181225	6.56082137982145	2.69490545543876	8.26502030417476
mmu-mir-378b	3.88382243781601	3.96936380375125	8.7833629471143	11.2471223654082	5.38981091087752	7.60381867984078
mmu-mir-6369	8.59989254087831	8.40571158441442	5.33275607503368	8.12292170835036	4.04235818315814	3.3060081216699
mmu-mir-450a-2	6.38056543355488	7.23825164213464	6.58752221033572	6.24840131411566	2.02117909157907	8.92622192850874
mmu-mir-3472	5.54831776830859	2.1014278961036	9.72443754859083	17.1831036138181	2.69490545543876	1.98360487300194
mmu-mir-879	6.6579813219703	4.66983976911912	7.52859681181225	8.74776183976193	2.69490545543876	7.60381867984078
mmu-mir-28c	10.5418037597863	8.63920357287037	5.9601391426847	3.7490407884694	2.02117909157907	4.62841137033787
mmu-mir-452	4.7160701030623	5.60380772294294	6.90121374416123	7.18566151123301	6.06353727473721	5.28961299467185
mmu-mir-669c	11.0966355366172	6.30428368831081	3.13691533825511	4.99872105129253	2.69490545543876	4.29781055817087
mmu-mir-5107	6.93539721038573	10.2736474920621	2.19584073677857	0.937260197117349	1.34745272771938	8.92622192850874
mmu-mir-598	4.99348599147773	3.7358718152953	10.6655121500674	6.56082137982145	7.4109900024566	2.31420568516893
mmu-mir-5106	4.16123832623144	6.30428368831081	4.39168147355715	8.12292170835036	4.71608454701783	5.62021380683884
mmu-mir-409	3.32899066098515	4.66983976911912	5.01906454120817	11.559542431114	7.4109900024566	2.64480649733592
mmu-mir-1291	2.77415888415429	4.90333175757508	5.33275607503368	9.37260197117349	7.4109900024566	4.29781055817087
mmu-mir-203b	3.60640654940058	2.56841187301552	7.84228834563776	7.49808157693879	7.4109900024566	4.62841137033787
mmu-mir-132	5.27090187989316	4.20285579220721	6.58752221033572	5.31114111699831	6.73726363859691	3.96720974600388
mmu-mir-7034	6.38056543355488	6.53777567676677	5.64644760885919	1.24968026282313	3.36863181929845	6.28141543117282
mmu-mir-32	4.7160701030623	4.90333175757508	5.64644760885919	5.31114111699831	8.08471636631629	3.63660893383689
mmu-mir-500	4.99348599147773	2.33491988455956	8.7833629471143	6.87324144552723	8.08471636631629	1.98360487300194
mmu-mir-467g	6.38056543355488	4.43634778066316	5.64644760885919	4.06146085417518	6.73726363859691	3.96720974600388
mmu-mir-6380	3.05157477256972	9.57317152669419	2.50953227060408	5.31114111699831	3.36863181929845	4.29781055817087
mmu-mir-1912	1.94191121890801	3.50237982683934	11.2928952177184	6.56082137982145	2.69490545543876	3.3060081216699
mmu-mir-363	8.04506076404745	6.30428368831081	2.82322380442959	1.8745203942347	1.34745272771938	6.28141543117282
mmu-mir-188	5.27090187989316	2.56841187301552	6.27383067651021	7.49808157693879	4.71608454701783	3.3060081216699
mmu-mir-8094	3.32899066098515	5.8372997113989	7.21490527798674	1.8745203942347	2.69490545543876	5.62021380683884
mmu-mir-466f-1	6.6579813219703	6.30428368831081	2.82322380442959	2.81178059135205	2.69490545543876	4.29781055817087
mmu-mir-6985	7.49022898721659	4.43634778066316	2.50953227060408	3.7490407884694	0.673726363859691	5.95081461900583
mmu-mir-448	4.99348599147773	3.96936380375125	7.84228834563776	2.81178059135205	1.34745272771938	4.29781055817087
mmu-mir-672	4.43865421464687	4.43634778066316	5.33275607503368	2.18694045994048	6.73726363859691	4.95901218250486
mmu-mir-3057	6.38056543355488	5.60380772294294	2.82322380442959	2.18694045994048	4.71608454701783	4.29781055817087
mmu-mir-511	4.43865421464687	4.20285579220721	6.27383067651021	3.43662072276361	2.69490545543876	3.63660893383689
mmu-mir-712	4.7160701030623	4.66983976911912	3.13691533825511	6.24840131411566	6.06353727473721	0.991802436500971
mmu-mir-1962	4.99348599147773	6.07079169985486	2.19584073677857	4.37388091988096	2.69490545543876	3.3060081216699
mmu-mir-467f	3.88382243781601	5.60380772294294	1.56845766912755	5.31114111699831	2.69490545543876	4.62841137033787
mmu-mir-12191	3.05157477256972	3.26888783838338	6.90121374416123	1.24968026282313	0.673726363859691	8.26502030417476
mmu-mir-149	1.66449533049258	6.77126766522272	0.941074601476532	4.99872105129253	2.69490545543876	5.62021380683884
mmu-mir-8095	2.77415888415429	3.26888783838338	15.0571936236245	0.312420065705783	0	0.661201624333981
mmu-mir-190a	3.60640654940058	1.63444391919169	6.58752221033572	5.93598124840988	6.73726363859691	1.32240324866796
mmu-mir-5101	2.21932710732343	4.66983976911912	3.45060687208062	4.99872105129253	4.04235818315814	3.96720974600388
mmu-mir-3105	3.32899066098515	4.66983976911912	2.50953227060408	4.68630098558675	2.02117909157907	4.29781055817087
mmu-mir-5129	3.60640654940058	2.80190386147147	6.58752221033572	4.37388091988096	2.02117909157907	2.31420568516893
mmu-mir-3473g	3.32899066098515	3.96936380375125	2.50953227060408	5.93598124840988	5.38981091087752	1.65300406083495
mmu-mir-297b	2.21932710732343	4.90333175757508	3.45060687208062	3.12420065705783	2.02117909157907	4.95901218250486
mmu-mir-374c	2.49674299573886	4.90333175757508	3.13691533825511	3.7490407884694	4.04235818315814	2.64480649733592
mmu-mir-669h	4.43865421464687	5.13682374603103	2.82322380442959	4.06146085417518	0	1.65300406083495
mmu-mir-3473c	4.7160701030623	5.8372997113989	1.25476613530204	2.18694045994048	2.02117909157907	2.97540730950291
mmu-mir-3572	4.43865421464687	2.80190386147147	4.07798993973164	2.81178059135205	2.69490545543876	3.63660893383689
mmu-mir-1306	6.6579813219703	4.90333175757508	1.56845766912755	1.24968026282313	2.02117909157907	2.31420568516893
mmu-mir-6901	4.16123832623144	3.7358718152953	3.76429840590613	2.18694045994048	3.36863181929845	2.97540730950291
mmu-mir-7656	3.32899066098515	2.33491988455956	4.07798993973164	3.12420065705783	4.04235818315814	4.29781055817087
mmu-mir-122	5.27090187989316	4.20285579220721	1.25476613530204	3.12420065705783	1.34745272771938	2.97540730950291
mmu-mir-7079	3.05157477256972	4.20285579220721	0.627383067651021	4.37388091988096	7.4109900024566	1.98360487300194
mmu-mir-505	3.05157477256972	3.96936380375125	3.13691533825511	2.81178059135205	2.69490545543876	3.3060081216699
mmu-mir-1955	3.88382243781601	2.80190386147147	4.07798993973164	3.43662072276361	2.69490545543876	2.31420568516893
mmu-mir-122b	5.27090187989316	4.20285579220721	1.25476613530204	3.12420065705783	1.34745272771938	2.64480649733592
mmu-mir-297a-3	2.21932710732343	4.90333175757508	1.88214920295306	2.18694045994048	1.34745272771938	5.28961299467185
mmu-mir-466h	4.16123832623144	4.66983976911912	2.82322380442959	1.8745203942347	2.02117909157907	2.31420568516893
mmu-mir-3473e	5.27090187989316	3.96936380375125	1.56845766912755	2.18694045994048	2.69490545543876	2.64480649733592
mmu-mir-8119	4.7160701030623	4.20285579220721	1.88214920295306	2.49936052564626	3.36863181929845	1.98360487300194
mmu-mir-3963	6.93539721038573	4.20285579220721	0.941074601476532	0.312420065705783	2.02117909157907	2.97540730950291
mmu-mir-5122	2.77415888415429	3.26888783838338	2.50953227060408	2.49936052564626	3.36863181929845	4.62841137033787
mmu-mir-337	2.77415888415429	3.7358718152953	2.82322380442959	3.7490407884694	3.36863181929845	1.65300406083495
mmu-mir-540	2.77415888415429	3.03539584992743	0.941074601476532	4.37388091988096	2.02117909157907	4.62841137033787
mmu-mir-692-2	0.554831776830859	2.1014278961036	9.41074601476532	2.49936052564626	1.34745272771938	1.98360487300194
mmu-mir-692-3	0.554831776830859	2.1014278961036	9.41074601476532	2.49936052564626	1.34745272771938	1.98360487300194
mmu-mir-212	6.10314954513945	2.80190386147147	3.45060687208062	0.937260197117349	0.673726363859691	1.98360487300194
mmu-mir-491	2.49674299573886	4.43634778066316	1.25476613530204	3.12420065705783	4.04235818315814	1.98360487300194
mmu-mir-297c	0.832247665246288	4.20285579220721	2.50953227060408	3.12420065705783	2.02117909157907	3.96720974600388
mmu-mir-3969	2.49674299573886	3.96936380375125	1.56845766912755	2.49936052564626	0.673726363859691	4.29781055817087
mmu-mir-134	1.66449533049258	1.63444391919169	4.70537300738266	3.12420065705783	4.71608454701783	2.31420568516893
mmu-mir-485	2.77415888415429	2.1014278961036	5.33275607503368	1.24968026282313	3.36863181929845	2.31420568516893
mmu-mir-7116	4.7160701030623	2.1014278961036	2.19584073677857	4.68630098558675	1.34745272771938	0.661201624333981
mmu-mir-3061	0.832247665246288	2.80190386147147	4.39168147355715	1.56210032852892	2.02117909157907	4.62841137033787
mmu-mir-466p	5.54831776830859	2.56841187301552	1.88214920295306	0.624840131411566	0.673726363859691	3.63660893383689
mmu-mir-7226	3.60640654940058	3.50237982683934	1.88214920295306	2.18694045994048	2.69490545543876	1.98360487300194
mmu-mir-190b	1.10966355366172	4.43634778066316	3.76429840590613	2.18694045994048	2.02117909157907	1.65300406083495
mmu-mir-466c-2	4.43865421464687	2.56841187301552	2.19584073677857	0.937260197117349	0.673726363859691	3.96720974600388
mmu-mir-3544	2.21932710732343	3.03539584992743	2.82322380442959	3.7490407884694	3.36863181929845	0.991802436500971
mmu-mir-466c-3	4.43865421464687	2.56841187301552	2.19584073677857	0.937260197117349	0.673726363859691	3.96720974600388
mmu-mir-297a-4	1.10966355366172	4.43634778066316	2.19584073677857	1.56210032852892	1.34745272771938	3.96720974600388
mmu-mir-7213	4.99348599147773	3.26888783838338	1.88214920295306	0.312420065705783	0	3.3060081216699
mmu-mir-297a-1	3.88382243781601	2.80190386147147	2.50953227060408	2.81178059135205	2.02117909157907	0.661201624333981
mmu-mir-6946	3.60640654940058	2.80190386147147	2.50953227060408	1.56210032852892	0	3.3060081216699
mmu-mir-8107	3.88382243781601	5.13682374603103	1.25476613530204	0.624840131411566	2.02117909157907	0.991802436500971
mmu-mir-147	0.554831776830859	2.80190386147147	6.27383067651021	1.56210032852892	2.02117909157907	1.65300406083495
mmu-mir-466b-2	4.16123832623144	2.33491988455956	1.25476613530204	1.56210032852892	0.673726363859691	3.96720974600388
mmu-mir-466j	3.60640654940058	4.90333175757508	0.313691533825511	1.24968026282313	1.34745272771938	1.98360487300194
mmu-mir-1903	1.10966355366172	4.90333175757508	2.82322380442959	2.81178059135205	0.673726363859691	0.991802436500971
mmu-mir-466b-4	4.43865421464687	1.86793590764765	1.56845766912755	1.24968026282313	0.673726363859691	4.29781055817087
mmu-mir-466b-6	4.43865421464687	1.86793590764765	1.56845766912755	1.24968026282313	0.673726363859691	4.29781055817087
mmu-mir-714	2.49674299573886	1.40095193073574	2.82322380442959	1.24968026282313	5.38981091087752	3.3060081216699
mmu-mir-466c-1	3.88382243781601	2.56841187301552	1.88214920295306	0.937260197117349	0.673726363859691	3.63660893383689
mmu-mir-3103	2.49674299573886	3.7358718152953	1.88214920295306	1.24968026282313	2.02117909157907	2.64480649733592
mmu-mir-466b-5	4.16123832623144	1.86793590764765	1.56845766912755	1.24968026282313	0.673726363859691	3.96720974600388
mmu-mir-466b-7	4.16123832623144	1.86793590764765	1.56845766912755	1.24968026282313	0.673726363859691	3.96720974600388
mmu-mir-7068	3.05157477256972	3.50237982683934	0	0	0	6.28141543117282
mmu-mir-138-1	0.832247665246288	1.16745994227978	4.70537300738266	3.43662072276361	1.34745272771938	2.64480649733592
mmu-mir-466e	3.88382243781601	2.1014278961036	1.25476613530204	1.24968026282313	0.673726363859691	3.96720974600388
mmu-mir-466b-8	3.88382243781601	2.1014278961036	1.25476613530204	1.24968026282313	0.673726363859691	3.96720974600388
mmu-mir-3473b	1.38707944207715	4.43634778066316	0.941074601476532	2.49936052564626	1.34745272771938	2.31420568516893
mmu-mir-6364	1.94191121890801	1.63444391919169	3.13691533825511	3.43662072276361	2.69490545543876	1.65300406083495
mmu-mir-6914	4.99348599147773	1.63444391919169	0	0.312420065705783	2.02117909157907	4.95901218250486
mmu-mir-138-2	1.94191121890801	0.466983976911912	5.01906454120817	1.8745203942347	7.4109900024566	0.33060081216699
mmu-mir-466a	5.27090187989316	2.56841187301552	1.25476613530204	0.312420065705783	0.673726363859691	2.31420568516893
mmu-mir-466b-1	3.88382243781601	1.86793590764765	1.25476613530204	1.24968026282313	0.673726363859691	3.96720974600388
mmu-mir-1931	1.38707944207715	1.16745994227978	8.15597987946327	1.24968026282313	0.673726363859691	0.661201624333981
mmu-mir-12195	2.77415888415429	2.56841187301552	2.19584073677857	2.18694045994048	1.34745272771938	1.98360487300194
mmu-mir-204	4.16123832623144	1.86793590764765	1.56845766912755	2.18694045994048	1.34745272771938	1.65300406083495
mmu-mir-466g	2.21932710732343	3.7358718152953	1.56845766912755	1.24968026282313	2.02117909157907	1.98360487300194
mmu-mir-467h	2.49674299573886	4.20285579220721	1.25476613530204	1.56210032852892	1.34745272771938	1.32240324866796
mmu-mir-3473a	4.16123832623144	3.50237982683934	0.941074601476532	0.624840131411566	0	2.31420568516893
mmu-mir-5113	1.66449533049258	3.96936380375125	0.941074601476532	0.312420065705783	4.04235818315814	2.97540730950291
mmu-mir-5128	1.10966355366172	4.66983976911912	2.50953227060408	1.8745203942347	1.34745272771938	0.661201624333981
mmu-mir-7035	2.77415888415429	2.33491988455956	1.88214920295306	3.12420065705783	0	1.98360487300194
mmu-mir-1970b	3.05157477256972	2.33491988455956	2.19584073677857	2.49936052564626	2.02117909157907	0.991802436500971
mmu-mir-467d	2.77415888415429	3.03539584992743	1.88214920295306	0.937260197117349	0.673726363859691	2.31420568516893
mmu-mir-1970	4.43865421464687	2.1014278961036	0.941074601476532	2.18694045994048	2.02117909157907	0.661201624333981
mmu-mir-5123	3.88382243781601	1.86793590764765	0.627383067651021	0.937260197117349	0	4.29781055817087
mmu-mir-6376	3.05157477256972	3.03539584992743	0.941074601476532	1.8745203942347	1.34745272771938	1.65300406083495
mmu-mir-341	0	2.33491988455956	1.25476613530204	6.56082137982145	2.02117909157907	0.33060081216699
mmu-mir-466f-4	3.05157477256972	3.50237982683934	0.627383067651021	0.937260197117349	0.673726363859691	2.31420568516893
mmu-mir-1947	4.43865421464687	1.63444391919169	1.88214920295306	0.937260197117349	2.02117909157907	1.32240324866796
mmu-mir-3964	1.66449533049258	1.40095193073574	6.90121374416123	1.24968026282313	0	0.33060081216699
mmu-mir-5118	3.32899066098515	4.20285579220721	0.627383067651021	0.937260197117349	0.673726363859691	0.991802436500971
mmu-mir-680-2	1.38707944207715	1.40095193073574	4.07798993973164	2.18694045994048	0.673726363859691	1.98360487300194
mmu-mir-5124b	3.05157477256972	2.80190386147147	2.50953227060408	1.56210032852892	0.673726363859691	0.33060081216699
mmu-mir-6396	2.77415888415429	3.03539584992743	1.56845766912755	0.624840131411566	3.36863181929845	0.991802436500971
mmu-mir-7012	0.554831776830859	1.63444391919169	2.50953227060408	2.49936052564626	3.36863181929845	2.64480649733592
mmu-mir-7043	1.66449533049258	2.33491988455956	4.07798993973164	1.24968026282313	0.673726363859691	1.32240324866796
mmu-mir-296	2.49674299573886	2.33491988455956	2.50953227060408	1.56210032852892	1.34745272771938	0.991802436500971
mmu-mir-346	2.49674299573886	2.33491988455956	2.50953227060408	0.937260197117349	1.34745272771938	1.65300406083495
mmu-mir-133b	0.832247665246288	4.66983976911912	1.25476613530204	1.56210032852892	0	1.65300406083495
mmu-mir-467e	0.832247665246288	3.03539584992743	0.941074601476532	1.8745203942347	4.04235818315814	1.98360487300194
mmu-mir-6238	1.94191121890801	0.933967953823824	4.07798993973164	2.18694045994048	1.34745272771938	1.32240324866796
mmu-mir-6540	2.77415888415429	2.56841187301552	0.627383067651021	0.624840131411566	0.673726363859691	3.63660893383689
mmu-mir-377	2.21932710732343	1.63444391919169	1.88214920295306	1.56210032852892	0	3.3060081216699
mmu-mir-467c	1.10966355366172	2.80190386147147	2.19584073677857	0.312420065705783	2.02117909157907	2.97540730950291
mmu-mir-1967	1.66449533049258	2.33491988455956	1.56845766912755	3.12420065705783	0.673726363859691	0.991802436500971
mmu-mir-5125	1.94191121890801	2.33491988455956	1.88214920295306	2.49936052564626	0.673726363859691	0.991802436500971
mmu-mir-211	1.94191121890801	2.80190386147147	1.56845766912755	1.24968026282313	0.673726363859691	1.65300406083495
mmu-mir-466b-3	3.32899066098515	1.16745994227978	1.56845766912755	0.624840131411566	0.673726363859691	2.97540730950291
mmu-mir-1956	1.10966355366172	0.933967953823824	2.50953227060408	1.8745203942347	3.36863181929845	2.31420568516893
mmu-mir-6354	4.16123832623144	1.40095193073574	0.941074601476532	0.312420065705783	2.69490545543876	1.65300406083495
mmu-mir-196b	1.66449533049258	3.26888783838338	0.627383067651021	0.624840131411566	2.69490545543876	1.65300406083495
mmu-mir-682	1.94191121890801	2.33491988455956	1.25476613530204	2.81178059135205	0	0.991802436500971
mmu-mir-1934	2.21932710732343	2.33491988455956	1.25476613530204	2.49936052564626	0.673726363859691	0.661201624333981
mmu-mir-1953	2.49674299573886	1.63444391919169	1.25476613530204	1.56210032852892	0.673726363859691	2.31420568516893
mmu-mir-5131	1.10966355366172	2.33491988455956	2.19584073677857	0.312420065705783	1.34745272771938	2.97540730950291
mmu-mir-8101	0	2.56841187301552	0.627383067651021	1.56210032852892	3.36863181929845	3.3060081216699
mmu-mir-8116	3.60640654940058	1.16745994227978	1.56845766912755	0.937260197117349	0	2.31420568516893
mmu-mir-8117	2.21932710732343	1.16745994227978	1.56845766912755	2.49936052564626	1.34745272771938	1.65300406083495
mmu-mir-703	0.832247665246288	2.1014278961036	2.50953227060408	2.18694045994048	2.69490545543876	0.33060081216699
mmu-mir-466d	2.21932710732343	2.56841187301552	1.88214920295306	0.624840131411566	0	1.65300406083495
mmu-mir-3064	1.66449533049258	2.56841187301552	2.19584073677857	1.24968026282313	1.34745272771938	0.661201624333981
mmu-mir-6948	2.21932710732343	1.63444391919169	1.25476613530204	2.49936052564626	0.673726363859691	1.32240324866796
mmu-mir-7049	1.38707944207715	1.86793590764765	1.25476613530204	1.8745203942347	4.04235818315814	0.991802436500971
mmu-mir-7084	1.66449533049258	2.33491988455956	1.88214920295306	0.937260197117349	0.673726363859691	1.98360487300194
mmu-mir-7655	1.66449533049258	1.63444391919169	1.25476613530204	1.8745203942347	4.04235818315814	0.991802436500971
mmu-mir-8118	2.49674299573886	3.03539584992743	1.25476613530204	1.24968026282313	0.673726363859691	0.33060081216699
mmu-mir-8120	1.94191121890801	2.56841187301552	0.313691533825511	1.56210032852892	0	2.64480649733592
mmu-mir-153	1.10966355366172	1.63444391919169	3.13691533825511	2.18694045994048	2.02117909157907	0
mmu-mir-496a	1.10966355366172	0.466983976911912	3.76429840590613	2.81178059135205	2.02117909157907	0.33060081216699
mmu-mir-1968	1.66449533049258	1.40095193073574	1.88214920295306	0.624840131411566	1.34745272771938	2.97540730950291
mmu-mir-5133	1.66449533049258	2.33491988455956	0.627383067651021	0.937260197117349	2.69490545543876	1.98360487300194
mmu-mir-208a	0	4.43634778066316	0.313691533825511	0.624840131411566	0.673726363859691	2.31420568516893
mmu-mir-381	0.277415888415429	0.933967953823824	2.19584073677857	3.7490407884694	4.04235818315814	0
mmu-mir-383	1.10966355366172	1.16745994227978	1.25476613530204	2.18694045994048	3.36863181929845	1.65300406083495
mmu-mir-433	1.10966355366172	1.16745994227978	1.56845766912755	2.81178059135205	1.34745272771938	1.65300406083495
mmu-mir-681	0.832247665246288	2.33491988455956	1.25476613530204	2.18694045994048	0.673726363859691	1.65300406083495
mmu-mir-1188	1.66449533049258	2.80190386147147	1.25476613530204	1.24968026282313	0.673726363859691	0.991802436500971
mmu-mir-1948	2.49674299573886	1.86793590764765	0.941074601476532	0.937260197117349	1.34745272771938	1.65300406083495
mmu-mir-3079	1.38707944207715	1.16745994227978	1.88214920295306	0.937260197117349	1.34745272771938	2.97540730950291
mmu-mir-6340	2.49674299573886	1.63444391919169	0.627383067651021	1.8745203942347	1.34745272771938	1.32240324866796
mmu-mir-6896	1.10966355366172	2.33491988455956	1.88214920295306	1.56210032852892	1.34745272771938	0.991802436500971
mmu-mir-329	1.94191121890801	1.16745994227978	0.941074601476532	2.81178059135205	1.34745272771938	0.991802436500971
mmu-mir-6363	1.66449533049258	1.40095193073574	0.627383067651021	1.8745203942347	2.02117909157907	1.98360487300194
mmu-mir-6960	0.832247665246288	2.33491988455956	2.82322380442959	0.937260197117349	0	1.32240324866796
mmu-mir-8093	1.38707944207715	2.56841187301552	1.88214920295306	1.24968026282313	0.673726363859691	0.661201624333981
mmu-mir-299a	0	0.466983976911912	0.941074601476532	5.31114111699831	2.69490545543876	0.661201624333981
mmu-mir-33	1.38707944207715	2.33491988455956	0.313691533825511	1.8745203942347	0.673726363859691	1.65300406083495
mmu-mir-6339	1.66449533049258	2.56841187301552	0.627383067651021	2.18694045994048	0	0.661201624333981
mmu-mir-6356	0.554831776830859	1.40095193073574	4.70537300738266	0.624840131411566	0.673726363859691	0.661201624333981
mmu-mir-6945	1.38707944207715	2.56841187301552	1.88214920295306	0.937260197117349	0	0.991802436500971
mmu-mir-7050	0.832247665246288	0.933967953823824	2.19584073677857	2.49936052564626	4.04235818315814	0
mmu-mir-1191b	0.832247665246288	2.33491988455956	0.941074601476532	1.56210032852892	0.673726363859691	1.98360487300194
mmu-mir-219c	1.10966355366172	1.63444391919169	1.25476613530204	1.24968026282313	0.673726363859691	2.64480649733592
mmu-mir-8100	1.66449533049258	2.80190386147147	1.88214920295306	0.624840131411566	0	0.661201624333981
mmu-mir-9769	0.832247665246288	3.03539584992743	0	2.18694045994048	0.673726363859691	1.32240324866796
mmu-mir-615	1.38707944207715	1.86793590764765	1.25476613530204	0.937260197117349	3.36863181929845	0.661201624333981
mmu-mir-1899	1.66449533049258	2.80190386147147	0	0.937260197117349	0	1.98360487300194
mmu-mir-1894	0.832247665246288	2.56841187301552	0.627383067651021	2.18694045994048	0.673726363859691	0.991802436500971
mmu-mir-3089	1.66449533049258	1.86793590764765	1.25476613530204	1.56210032852892	2.69490545543876	0
mmu-mir-3960	1.38707944207715	2.56841187301552	1.25476613530204	1.24968026282313	0	0.991802436500971
mmu-mir-6374	2.21932710732343	2.1014278961036	1.25476613530204	1.24968026282313	0	0.661201624333981
mmu-mir-6385	2.21932710732343	1.86793590764765	0.313691533825511	1.8745203942347	1.34745272771938	0.661201624333981
mmu-mir-6541	0.832247665246288	2.33491988455956	2.19584073677857	1.24968026282313	2.02117909157907	0
mmu-mir-6981	3.60640654940058	1.40095193073574	0.627383067651021	0.312420065705783	0	1.65300406083495
mmu-mir-6996	0.832247665246288	2.1014278961036	0.941074601476532	0.312420065705783	2.02117909157907	2.64480649733592
mmu-mir-7681	0	1.63444391919169	1.25476613530204	0.937260197117349	4.04235818315814	2.31420568516893
mmu-mir-382	1.10966355366172	1.40095193073574	1.56845766912755	2.81178059135205	1.34745272771938	0
mmu-mir-668	2.21932710732343	1.86793590764765	1.25476613530204	0.624840131411566	1.34745272771938	0.661201624333981
mmu-mir-763	0.832247665246288	2.80190386147147	0.313691533825511	2.18694045994048	0	0.991802436500971
mmu-mir-3080	0.554831776830859	1.16745994227978	2.82322380442959	1.8745203942347	1.34745272771938	0.661201624333981
mmu-mir-5112	3.88382243781601	1.40095193073574	0.627383067651021	0.312420065705783	0.673726363859691	0.661201624333981
mmu-mir-6418	1.38707944207715	2.1014278961036	0.627383067651021	0.624840131411566	1.34745272771938	1.98360487300194
mmu-mir-7075	1.94191121890801	1.63444391919169	0.941074601476532	1.24968026282313	1.34745272771938	0.991802436500971
mmu-mir-106a	1.38707944207715	1.40095193073574	1.88214920295306	0.312420065705783	2.69490545543876	0.991802436500971
mmu-mir-7b	1.66449533049258	0.700475965367868	0.941074601476532	1.8745203942347	3.36863181929845	0.661201624333981
mmu-mir-546	1.10966355366172	1.40095193073574	1.56845766912755	0.624840131411566	1.34745272771938	1.98360487300194
